UBERON ID,UBERON Label,FMA ID,FMA Label,
UBERON:0004202,kidney outer medulla outer stripe,FMA:76662,Outer stripe of medulla of kidney,
UBERON:0004212,glomerular capillary,FMA:274259,Capillary of glomerulus,
UBERON:0004219,urethra smooth muscle layer,FMA:76909,Muscle layer of urethra,
UBERON:0004224,muscular coat of vas deferens,FMA:19239,Muscle layer of deferent duct,
UBERON:0004227,kidney pelvis smooth muscle,FMA:262022,Smooth muscle tissue of renal pelvis,
UBERON:0004230,urinary bladder neck smooth muscle,FMA:67990,Trigonal muscle of urinary bladder,
UBERON:0004232,lymphatic vessel smooth muscle,FMA:262026,Smooth muscle tissue of tunica media of lymphatic vessel,
UBERON:0004234,iris smooth muscle,FMA:312338,Smooth muscle tissue of iris,
UBERON:0004236,arteriole smooth muscle,FMA:312251,Smooth muscle of arteriole,
UBERON:0004243,prostate gland smooth muscle,FMA:74245,Smooth muscle tissue of prostate,
UBERON:0004252,hindlimb stylopod muscle,FMA:22470,Muscle of thigh,
UBERON:0004254,forelimb zeugopod muscle,FMA:37371,Muscle of forearm,
UBERON:0004255,forelimb stylopod muscle,FMA:37370,Muscle of arm,
UBERON:0004256,hindlimb zeugopod muscle,FMA:22471,Muscle of leg,
UBERON:0004262,upper leg skin,FMA:37790,Skin of thigh,
UBERON:0004263,upper arm skin,FMA:37721,Skin of arm,
UBERON:0004274,lateral ventricle choroid plexus epithelium,FMA:242815,Epithelium of choroid plexus of lateral ventricle,
UBERON:0004275,third ventricle choroid plexus epithelium,FMA:242821,Epithelium of choroid plexus of third ventricle,
UBERON:0004276,fourth ventricle choroid plexus epithelium,FMA:242823,Epithelium of choroid plexus of fourth ventricle,
UBERON:0004288,skeleton,FMA:23875,Osseous skeleton,
UBERON:0004290,dermomyotome,FMA:295654,Dermomyotome,
UBERON:0004292,cardiac skeleton,FMA:9496,Fibrous skeleton of heart,
UBERON:0004311,distal phalanx of manual digit 2,FMA:23946,Distal phalanx of index finger,
UBERON:0004312,distal phalanx of manual digit 3,FMA:23947,Distal phalanx of middle finger,
UBERON:0004313,distal phalanx of manual digit 4,FMA:23948,Distal phalanx of ring finger,
UBERON:0004314,distal phalanx of manual digit 5,FMA:23949,Distal phalanx of little finger,
UBERON:0004315,distal phalanx of pedal digit 1,FMA:32627,Distal phalanx of big toe,
UBERON:0004316,distal phalanx of pedal digit 2,FMA:32628,Distal phalanx of second toe,
UBERON:0004317,distal phalanx of pedal digit 3,FMA:32629,Distal phalanx of third toe,
UBERON:0004318,distal phalanx of pedal digit 4,FMA:32630,Distal phalanx of fourth toe,
UBERON:0004319,distal phalanx of pedal digit 5,FMA:32631,Distal phalanx of little toe,
UBERON:0004320,middle phalanx of manual digit 2,FMA:23933,Middle phalanx of index finger,
UBERON:0004321,middle phalanx of manual digit 3,FMA:23934,Middle phalanx of middle finger,
UBERON:0004322,middle phalanx of manual digit 4,FMA:23935,Middle phalanx of ring finger,
UBERON:0004323,middle phalanx of manual digit 5,FMA:23936,Middle phalanx of little finger,
UBERON:0004324,middle phalanx of pedal digit 2,FMA:32623,Middle phalanx of second toe,
UBERON:0004325,middle phalanx of pedal digit 3,FMA:32624,Middle phalanx of third toe,
UBERON:0004326,middle phalanx of pedal digit 4,FMA:32625,Middle phalanx of fourth toe,
UBERON:0004327,middle phalanx of pedal digit 5,FMA:230984,Middle phalanx of little toe,
UBERON:0004328,proximal phalanx of manual digit 2,FMA:23919,Proximal phalanx of index finger,
UBERON:0004329,proximal phalanx of manual digit 3,FMA:23920,Proximal phalanx of middle finger,
UBERON:0004330,proximal phalanx of manual digit 4,FMA:23921,Proximal phalanx of ring finger,
UBERON:0004331,proximal phalanx of manual digit 5,FMA:23922,Proximal phalanx of little finger,
UBERON:0004332,proximal phalanx of pedal digit 1,FMA:43252,Proximal phalanx of big toe,
UBERON:0004333,proximal phalanx of pedal digit 2,FMA:32618,Proximal phalanx of second toe,
UBERON:0004334,proximal phalanx of pedal digit 3,FMA:32619,Proximal phalanx of third toe,
UBERON:0004335,proximal phalanx of pedal digit 4,FMA:32620,Proximal phalanx of fourth toe,
UBERON:0004336,proximal phalanx of pedal digit 5,FMA:32621,Proximal phalanx of little toe,
UBERON:0004337,distal phalanx of manual digit 1,FMA:23945,Distal phalanx of thumb,
UBERON:0004338,proximal phalanx of manual digit 1,FMA:23918,Proximal phalanx of thumb,
UBERON:0004339,vault of skull,FMA:52800,Calvarium,
UBERON:0004341,primitive streak,FMA:293110,Primitive streak,
UBERON:0004347,limb bud,FMA:296780,Limb bud,
UBERON:0004358,caput epididymis,FMA:18259,Head of epididymis,
UBERON:0004359,corpus epididymis,FMA:18260,Body of epididymis,
UBERON:0004360,cauda epididymis,FMA:18261,Tail of epididymis,
UBERON:0004361,stylohyoid ligament,FMA:72308,Stylohyoid ligament,
UBERON:0004362,pharyngeal arch 1,FMA:293019,First pharyngeal arch,
UBERON:0004367,Descemet's membrane,FMA:58309,Posterior limiting lamina of cornea,
UBERON:0004368,Reichert's cartilage,FMA:295800,Reichert's cartilage,
UBERON:0004369,Reichert's membrane,FMA:276826,Reichert's membrane,
UBERON:0004370,anterior limiting lamina of cornea,FMA:58273,Anterior limiting lamina of cornea,
UBERON:0004377,distal metaphysis,FMA:32824,Distal metaphysis,
UBERON:0004378,proximal metaphysis,FMA:32823,Proximal metaphysis,
UBERON:0004379,distal epiphysis,FMA:32822,Distal epiphysis,
UBERON:0004380,proximal epiphysis,FMA:32821,Proximal epiphysis,
UBERON:0004382,epiphysis of humerus,FMA:32825,Epiphysis of humerus,
UBERON:0004383,epiphysis of tibia,FMA:33112,Epiphysis of tibia,
UBERON:0004384,epiphysis of femur,FMA:32838,Epiphysis of femur,
UBERON:0004385,epiphysis of radius,FMA:33770,Epiphysis of radius,
UBERON:0004386,epiphysis of ulna,FMA:33748,Epiphysis of ulna,
UBERON:0004387,epiphysis of phalanx of manus,FMA:240707,Epiphysis of phalanx of finger,
UBERON:0004388,epiphysis of fibula,FMA:33726,Epiphysis of fibula,
UBERON:0004389,epiphysis of metatarsal bone,FMA:33814,Epiphysis of metatarsal bone,
UBERON:0004390,epiphysis of metacarpal bone,FMA:33792,Epiphysis of metacarpal bone,
UBERON:0004391,epiphysis of first metacarpal bone,FMA:33793,Epiphysis of first metacarpal bone,
UBERON:0004392,epiphysis of second metacarpal bone,FMA:33794,Epiphysis of second metacarpal bone,
UBERON:0004393,epiphysis of third metacarpal bone,FMA:86328,Epiphysis of third metacarpal bone,
UBERON:0004394,epiphysis of fourth metacarpal bone,FMA:86329,Epiphysis of fourth metacarpal bone,
UBERON:0004395,epiphysis of first metatarsal bone,FMA:33815,Epiphysis of first metatarsal bone,
UBERON:0004396,epiphysis of second metatarsal bone,FMA:33816,Epiphysis of second metatarsal bone,
UBERON:0004397,epiphysis of third metatarsal bone,FMA:86313,Epiphysis of third metatarsal bone,
UBERON:0004398,epiphysis of fourth metatarsal bone,FMA:86314,Epiphysis of fourth metatarsal bone,
UBERON:0004399,epiphysis of fifth metatarsal bone,FMA:86315,Epiphysis of fifth metatarsal bone,
UBERON:0004400,bone tissue of epiphysis,FMA:241364,Bone of epiphysis,
UBERON:0004401,bone tissue of distal epiphysis,FMA:241374,Bone of distal epiphysis,
UBERON:0004402,bone tissue of proximal epiphysis,FMA:241372,Bone of proximal epiphysis,
UBERON:0004403,periosteum of epiphysis,FMA:32687,Periosteum of epiphysis,
UBERON:0004404,distal epiphysis of humerus,FMA:32826,Distal epiphysis of humerus,
UBERON:0004405,distal epiphysis of tibia,FMA:33116,Distal epiphysis of tibia,
UBERON:0004406,distal epiphysis of femur,FMA:32844,Distal epiphysis of femur,
UBERON:0004407,distal epiphysis of radius,FMA:33776,Distal epiphysis of radius,
UBERON:0004408,distal epiphysis of ulna,FMA:33754,Distal epiphysis of ulna,
UBERON:0004409,distal epiphysis of phalanx of manus,FMA:226577,Distal epiphysis of phalanx of finger,
UBERON:0004410,distal epiphysis of fibula,FMA:33732,Distal epiphysis of fibula,
UBERON:0004411,proximal epiphysis of humerus,FMA:23362,Proximal epiphysis of humerus,
UBERON:0004412,proximal epiphysis of femur,FMA:32841,Proximal epiphysis of femur,
UBERON:0004413,proximal epiphysis of radius,FMA:39780,Proximal epiphysis of radius,
UBERON:0004414,proximal epiphysis of phalanx of manus,FMA:226482,Proximal epiphysis of phalanx of finger,
UBERON:0004415,proximal epiphysis of metatarsal bone,FMA:33817,Proximal epiphysis of metatarsal bone,
UBERON:0004416,proximal epiphysis of metacarpal bone,FMA:33795,Proximal epiphysis of metacarpal bone,
UBERON:0004417,proximal epiphysis of phalanx of manual digit 1,FMA:37489,Proximal epiphysis of phalanx of thumb,
UBERON:0004418,proximal epiphysis of phalanx of manual digit 2,FMA:37498,Proximal epiphysis of phalanx of index finger,
UBERON:0004419,proximal epiphysis of phalanx of manual digit 3,FMA:37510,Proximal epiphysis of phalanx of middle finger,
UBERON:0004420,proximal epiphysis of phalanx of manual digit 4,FMA:37522,Proximal epiphysis of phalanx of ring finger,
UBERON:0004421,proximal epiphysis of phalanx of manual digit 5,FMA:37534,Proximal epiphysis of phalanx of little finger,
UBERON:0004422,proximal epiphysis of first metacarpal bone,FMA:42788,Proximal epiphysis of first metacarpal bone,
UBERON:0004423,proximal epiphysis of second metacarpal bone,FMA:42791,Proximal epiphysis of second metacarpal bone,
UBERON:0004424,proximal epiphysis of third metacarpal bone,FMA:42794,Proximal epiphysis of third metacarpal bone,
UBERON:0004425,proximal epiphysis of fourth metacarpal bone,FMA:42797,Proximal epiphysis of fourth metacarpal bone,
UBERON:0004426,proximal epiphysis of fifth metacarpal bone,FMA:42800,Proximal epiphysis of fifth metacarpal bone,
UBERON:0004427,proximal epiphysis of first metatarsal bone,FMA:42963,Proximal epiphysis of first metatarsal bone,
UBERON:0004428,proximal epiphysis of second metatarsal bone,FMA:42964,Proximal epiphysis of second metatarsal bone,
UBERON:0004429,proximal epiphysis of third metatarsal bone,FMA:42965,Proximal epiphysis of third metatarsal bone,
UBERON:0004430,proximal epiphysis of fourth metatarsal bone,FMA:42966,Proximal epiphysis of fourth metatarsal bone,
UBERON:0004431,proximal epiphysis of fifth metatarsal bone,FMA:42967,Proximal epiphysis of fifth metatarsal bone,
UBERON:0004432,proximal epiphysis of distal phalanx of manual digit 2,FMA:37505,Proximal epiphysis of distal phalanx of index finger,
UBERON:0004433,proximal epiphysis of distal phalanx of manual digit 3,FMA:37517,Proximal epiphysis of distal phalanx of middle finger,
UBERON:0004434,proximal epiphysis of distal phalanx of manual digit 4,FMA:37529,Proximal epiphysis of distal phalanx of ring finger,
UBERON:0004435,proximal epiphysis of distal phalanx of manual digit 5,FMA:37541,Proximal epiphysis of distal phalanx of little finger,
UBERON:0004436,proximal epiphysis of middle phalanx of manual digit 2,FMA:37502,Proximal epiphysis of middle phalanx of index finger,
UBERON:0004437,proximal epiphysis of middle phalanx of manual digit 3,FMA:37514,Proximal epiphysis of middle phalanx of middle finger,
UBERON:0004438,proximal epiphysis of middle phalanx of manual digit 4,FMA:37526,Proximal epiphysis of middle phalanx of ring finger,
UBERON:0004439,proximal epiphysis of middle phalanx of manual digit 5,FMA:37538,Proximal epiphysis of middle phalanx of little finger,
UBERON:0004440,proximal epiphysis of proximal phalanx of manual digit 2,FMA:37499,Proximal epiphysis of proximal phalanx of index finger,
UBERON:0004441,proximal epiphysis of proximal phalanx of manual digit 3,FMA:37511,Proximal epiphysis of proximal phalanx of middle finger,
UBERON:0004442,proximal epiphysis of proximal phalanx of manual digit 4,FMA:37523,Proximal epiphysis of proximal phalanx of ring finger,
UBERON:0004443,proximal epiphysis of proximal phalanx of manual digit 5,FMA:37535,Proximal epiphysis of proximal phalanx of little finger,
UBERON:0004444,proximal epiphysis of distal phalanx of manual digit 1,FMA:37493,Proximal epiphysis of distal phalanx of thumb,
UBERON:0004445,proximal epiphysis of proximal phalanx of manual digit 1,FMA:37490,Proximal epiphysis of proximal phalanx of thumb,
UBERON:0004452,carpal region,FMA:24922,Wrist,
UBERON:0004453,metacarpus region,FMA:24925,Metacarpal part of hand,
UBERON:0004454,tarsal region,FMA:9665,Ankle,
UBERON:0004456,entire sense organ system,FMA:78499,Sense organ system,
UBERON:0004461,skeletal musculature of head,FMA:71287,Musculature of head,
UBERON:0004462,musculature of body wall,FMA:86931,Musculature of body wall,
UBERON:0004463,musculature of hindlimb stylopod,FMA:50208,Musculature of thigh,
UBERON:0004464,musculature of thorax,FMA:71293,Musculature of thorax,
UBERON:0004465,musculature of neck,FMA:71290,Musculature of neck,
UBERON:0004467,musculature of pharynx,FMA:264609,Musculature of pharynx,
UBERON:0004468,set of muscles of vertebral column,FMA:33061,Set of muscles of vertebral column,
UBERON:0004469,musculature of back,FMA:71291,Musculature of back of body proper,
UBERON:0004470,musculature of pelvic girdle,FMA:50205,Musculature of pelvic girdle,
UBERON:0004470,musculature of pelvic girdle,FMA:50248,Musculature of pelvis,
UBERON:0004471,musculature of pectoral girdle,FMA:33519,Musculature of pectoral girdle,
UBERON:0004473,musculature of face,FMA:71288,Musculature of face,
UBERON:0004475,musculature of hip,FMA:50227,Musculature of hip,
UBERON:0004476,musculature of shoulder,FMA:50220,Musculature of shoulder,
UBERON:0004478,musculature of larynx,FMA:264611,Musculature of larynx,
UBERON:0004478,musculature of larynx,FMA:46616,Set of laryngeal muscles,
UBERON:0004479,musculature of trunk,FMA:50187,Musculature of trunk,
UBERON:0004480,musculature of limb,FMA:50188,Musculature of limb,
UBERON:0004481,musculature of upper limb,FMA:50396,Musculature of free upper limb,
UBERON:0004482,musculature of lower limb,FMA:50399,Musculature of free lower limb,
UBERON:0004486,musculature of perineum,FMA:71295,Musculature of perineum,
UBERON:0004487,musculature of forelimb zeugopod,FMA:39089,Musculature of forearm,
UBERON:0004488,musculature of pes,FMA:50214,Musculature of foot,
UBERON:0004489,musculature of manus,FMA:42368,Musculature of hand,
UBERON:0004490,cardiac muscle tissue of atrium,FMA:7283,Cardiac muscle tissue of atrium,
UBERON:0004491,cardiac muscle tissue of interatrial septum,FMA:84083,Cardiac muscle tissue of interatrial septum,
UBERON:0004492,cardiac muscle tissue of cardiac septum,FMA:226279,Cardiac muscle tissue of cardiac septum,
UBERON:0004493,cardiac muscle tissue of myocardium,FMA:261726,Cardiac muscle tissue of myocardium,
UBERON:0004494,cardiac muscle tissue of papillary muscle,FMA:84425,Cardiac muscle tissue of papillary muscle,
UBERON:0004495,skeletal muscle tissue of diaphragm,FMA:261898,Skeletal muscle tissue of diaphragm,
UBERON:0004496,skeletal muscle tissue of iliacus,FMA:261992,Skeletal muscle tissue of iliacus,
UBERON:0004497,skeletal muscle tissue of gluteus maximus,FMA:261980,Skeletal muscle tissue of gluteus maximus,
UBERON:0004498,skeletal muscle tissue of quadriceps femoris,FMA:261998,Skeletal muscle tissue of quadriceps femoris,
UBERON:0004499,skeletal muscle tissue of tibialis anterior,FMA:262004,Skeletal muscle tissue of tibialis anterior,
UBERON:0004500,skeletal muscle tissue of deltoid,FMA:261732,Skeletal muscle tissue of deltoid,
UBERON:0004501,skeletal muscle tissue of teres major,FMA:261962,Skeletal muscle tissue of teres major,
UBERON:0004502,skeletal muscle tissue of biceps brachii,FMA:261974,Skeletal muscle tissue of biceps brachii,
UBERON:0004503,skeletal muscle tissue of digastric,FMA:261872,Skeletal muscle tissue of digastric,
UBERON:0004504,skeletal muscle tissue of mylohyoid,FMA:261878,Skeletal muscle tissue of mylohyoid,
UBERON:0004505,skeletal muscle tissue of orbicularis oculi,FMA:261812,Skeletal muscle tissue of orbicularis oculi,
UBERON:0004506,skeletal muscle tissue of masseter,FMA:261824,Skeletal muscle tissue of masseter,
UBERON:0004507,skeletal muscle tissue of temporalis,FMA:261740,Skeletal muscle tissue of temporalis,
UBERON:0004508,skeletal muscle tissue of levator palpebrae superioris,FMA:261782,Skeletal muscle tissue of levator palpebrae superioris,
UBERON:0004509,skeletal muscle tissue of trapezius,FMA:261938,Skeletal muscle tissue of trapezius,
UBERON:0004510,skeletal muscle tissue of pectoralis major,FMA:261968,Skeletal muscle tissue of pectoralis major,
UBERON:0004511,skeletal muscle tissue of rectus abdominis,FMA:261924,Skeletal muscle tissue of rectus abdominis,
UBERON:0004512,skeletal muscle tissue of supraspinatus,FMA:261956,Skeletal muscle tissue of supraspinatus,
UBERON:0004513,skeletal muscle tissue of internal intercostal muscle,FMA:261888,Skeletal muscle tissue of internal intercostal muscle,
UBERON:0004514,skeletal muscle tissue of transversus thoracis,FMA:261892,Skeletal muscle tissue of transversus thoracis,
UBERON:0004515,smooth muscle tissue of bronchiole,FMA:261081,Smooth muscle tissue of lobular bronchiole,
UBERON:0004515,smooth muscle tissue of bronchiole,FMA:261045,Smooth muscle tissue of bronchiole,
UBERON:0004516,smooth muscle tissue of terminal bronchiole,FMA:261051,Smooth muscle tissue of terminal bronchiole,
UBERON:0004517,smooth muscle tissue of respiratory bronchiole,FMA:261055,Smooth muscle tissue of respiratory bronchiole,
UBERON:0004518,muscle of vertebral column,FMA:22594,Muscle of vertebral column,
UBERON:0004519,muscle of anal triangle,FMA:77304,Muscle of anal triangle,
UBERON:0004520,striated muscle tissue of prostate,FMA:45716,Striated muscle tissue of prostate,
UBERON:0004521,vasculature of muscle organ,FMA:87123,Vasculature of muscle organ,
UBERON:0004522,vasculature of musculoskeletal system,FMA:239607,Vasculature of musculoskeletal system,
UBERON:0004523,papillary muscle of right ventricle,FMA:7259,Papillary muscle of right ventricle,
UBERON:0004524,papillary muscle of left ventricle,FMA:9352,Papillary muscle of left ventricle,
UBERON:0004525,cardiac muscle tissue of trabecula carnea of right ventricle,FMA:84429,Cardiac muscle tissue of trabecula carnea of right ventricle,
UBERON:0004526,cardiac muscle tissue of trabecula carnea of left ventricle,FMA:84430,Cardiac muscle tissue of trabecula carnea of left ventricle,
UBERON:0004527,alveolar process of maxilla,FMA:52897,Alveolar part of maxilla,
UBERON:0004528,alveolar ridge of mandible,FMA:52832,Alveolar part of mandible,
UBERON:0004529,anatomical projection,FMA:67601,Bone process,
UBERON:0004530,bony projection,FMA:75433,Bone process,
UBERON:0004533,left testis,FMA:7212,Left testis,
UBERON:0004534,right testis,FMA:7211,Right testis,
UBERON:0004535,cardiovascular system,FMA:7161,Cardiovascular system,
UBERON:0004536,lymph vasculature,FMA:63815,Set of lymphatic vessels,
UBERON:0004538,left kidney,FMA:7205,Left kidney,
UBERON:0004539,right kidney,FMA:7204,Right kidney,
UBERON:0004540,proper plantar digital artery,FMA:71564,Set of plantar digital arteries proper,
UBERON:0004544,epididymis epithelium,FMA:19153,Epithelium of epididymis,
UBERON:0004545,external capsule of telencephalon,FMA:61959,External capsule,
UBERON:0004546,cribriform plate,FMA:52890,Cribriform plate,
UBERON:0004547,decidua capsularis,FMA:86478,Decidua capsularis,
UBERON:0004548,left eye,FMA:12515,Left eyeball,
UBERON:0004549,right eye,FMA:12514,Right eyeball,
UBERON:0004550,gastroesophageal sphincter,FMA:14915,Cardiac sphincter,
UBERON:0004554,hindlimb digital artery,FMA:69713,Digital artery of foot,
UBERON:0004561,proper palmar digital vein,FMA:22926,Tributary of common palmar digital vein,
UBERON:0004571,systemic arterial system,FMA:45623,Systemic arterial system,
UBERON:0004573,systemic artery,FMA:66464,Systemic artery,
UBERON:0004581,systemic venous system,FMA:45626,Systemic venous system,
UBERON:0004590,sphincter muscle,FMA:75004,Sphincter muscle,
UBERON:0004601,rib 1,FMA:7597,First rib,
UBERON:0004602,rib 2,FMA:7620,Second rib,
UBERON:0004603,rib 3,FMA:7638,Third rib,
UBERON:0004604,rib 4,FMA:7749,Fourth rib,
UBERON:0004605,rib 5,FMA:7776,Fifth rib,
UBERON:0004606,rib 6,FMA:8147,Sixth rib,
UBERON:0004607,rib 7,FMA:7830,Seventh rib,
UBERON:0004608,rib 9,FMA:8337,Ninth rib,
UBERON:0004609,rib 10,FMA:8418,Tenth rib,
UBERON:0004610,rib 11,FMA:8499,Eleventh rib,
UBERON:0004611,rib 12,FMA:8515,Twelfth rib,
UBERON:0004612,mammalian cervical vertebra 3,FMA:12521,Third cervical vertebra,
UBERON:0004613,mammalian cervical vertebra 4,FMA:12522,Fourth cervical vertebra,
UBERON:0004614,mammalian cervical vertebra 5,FMA:12523,Fifth cervical vertebra,
UBERON:0004615,mammalian cervical vertebra 6,FMA:12524,Sixth cervical vertebra,
UBERON:0004616,mammalian cervical vertebra 7,FMA:12525,Seventh cervical vertebra,
UBERON:0004617,lumbar vertebra 1,FMA:13072,First lumbar vertebra,
UBERON:0004618,lumbar vertebra 2,FMA:13073,Second lumbar vertebra,
UBERON:0004619,lumbar vertebra 3,FMA:13074,Third lumbar vertebra,
UBERON:0004620,lumbar vertebra 4,FMA:13075,Fourth lumbar vertebra,
UBERON:0004621,lumbar vertebra 5,FMA:13076,Fifth lumbar vertebra,
UBERON:0004622,sacral vertebra 1,FMA:13077,First sacral vertebra,
UBERON:0004623,sacral vertebra 2,FMA:13078,Second sacral vertebra,
UBERON:0004624,sacral vertebra 3,FMA:13079,Third sacral vertebra,
UBERON:0004625,sacral vertebra 4,FMA:13080,Fourth sacral vertebra,
UBERON:0004626,thoracic vertebra 1,FMA:9165,First thoracic vertebra,
UBERON:0004627,thoracic vertebra 2,FMA:9187,Second thoracic vertebra,
UBERON:0004628,thoracic vertebra 3,FMA:9209,Third thoracic vertebra,
UBERON:0004629,thoracic vertebra 4,FMA:9248,Fourth thoracic vertebra,
UBERON:0004630,thoracic vertebra 5,FMA:9922,Fifth thoracic vertebra,
UBERON:0004631,thoracic vertebra 6,FMA:9945,Sixth thoracic vertebra,
UBERON:0004632,thoracic vertebra 7,FMA:9968,Seventh thoracic vertebra,
UBERON:0004633,thoracic vertebra 9,FMA:10014,Ninth thoracic vertebra,
UBERON:0004634,thoracic vertebra 10,FMA:10037,Tenth thoracic vertebra,
UBERON:0004635,thoracic vertebra 11,FMA:10059,Eleventh thoracic vertebra,
UBERON:0004636,thoracic vertebra 12,FMA:10081,Twelfth thoracic vertebra,
UBERON:0004639,renal afferent arteriole,FMA:77042,Afferent glomerular arteriole of kidney,
UBERON:0004640,renal efferent arteriole,FMA:77043,Efferent glomerular arteriole of kidney,
UBERON:0004641,spleen capsule,FMA:15849,Fibrous capsule of spleen,
UBERON:0004642,third ventricle ependyma,FMA:242833,Ependyma of third ventricle,
UBERON:0004643,lateral ventricle ependyma,FMA:242825,Ependyma of lateral ventricle,
UBERON:0004644,fourth ventricle ependyma,FMA:242835,Ependyma of fourth ventricle,
UBERON:0004645,urinary bladder urothelium,FMA:15936,Transitional epithelium of urinary bladder,
UBERON:0004646,infraorbital artery,FMA:49767,Infra-orbital artery,
UBERON:0004647,liver lobule,FMA:14471,Hepatic lobule,
UBERON:0004648,esophagus muscularis mucosa,FMA:63059,Muscularis mucosae of esophagus,
UBERON:0004649,sphenoid bone pterygoid process,FMA:54682,Pterygoid process,
UBERON:0004650,tongue keratinized epithelium,FMA:74865,Keratinized epithelium of tongue,
UBERON:0004651,scapula spine,FMA:13453,Spine of scapula,
UBERON:0004652,humerus diaphysis,FMA:13305,Diaphysis of humerus,
UBERON:0004654,temporal process of zygomatic bone,FMA:52904,Temporal process of zygomatic bone,
UBERON:0004655,zygomatic process of temporal bone,FMA:52886,Zygomatic process of temporal bone,
UBERON:0004657,mandible condylar process,FMA:52836,Condylar process of mandible,
UBERON:0004658,mandible head,FMA:59331,Head of mandible,
UBERON:0004659,mandible neck,FMA:59332,Neck of mandible,
UBERON:0004660,mandible coronoid process,FMA:52833,Coronoid process of mandible,
UBERON:0004661,mandible temporal crest,FMA:59484,Temporal crest of mandible,
UBERON:0004662,vertebra lamina,FMA:11951,Lamina of vertebra,
UBERON:0004663,aorta wall,FMA:14156,Wall of aorta,
UBERON:0004664,aorta tunica adventitia,FMA:14283,Tunica adventitia of aorta,
UBERON:0004665,muscular coat of seminal vesicle,FMA:19404,Muscle layer of seminal vesicle,
UBERON:0004666,interventricular septum membranous part,FMA:7135,Membranous part of interventricular septum,
UBERON:0004667,interventricular septum muscular part,FMA:7134,Muscular part of interventricular septum,
UBERON:0004668,fourth ventricle aperture,FMA:242766,Aperture of fourth ventricle,
UBERON:0004670,ependyma,FMA:242791,Ependyma of neuraxis,
UBERON:0004671,gyrus rectus,FMA:61893,Straight gyrus,
UBERON:0004672,posterior horn lateral ventricle,FMA:83700,Occipital horn of lateral ventricle,
UBERON:0004673,trigeminal nerve root,FMA:52610,Root of trigeminal nerve,
UBERON:0004674,facial nerve root,FMA:53418,Root of facial nerve,
UBERON:0004675,hypoglossal nerve root,FMA:72632,Hypoglossal nerve tract,
UBERON:0004676,spinal cord lateral horn,FMA:256536,Lateral gray column of spinal cord,
UBERON:0004677,spinal cord gray commissure,FMA:68871,Lamina X of gray matter of spinal cord,
UBERON:0004677,spinal cord gray commissure,FMA:77036,Gray commissure of spinal cord,
UBERON:0004678,apex of spinal cord dorsal horn,FMA:256700,Apex of dorsal gray column of spinal cord,
UBERON:0004679,dentate gyrus molecular layer,FMA:83677,Molecular layer of dentate gyrus,
UBERON:0004680,body of fornix,FMA:61968,Body of fornix of forebrain,
UBERON:0004681,vestibular system,FMA:7193,Vestibular system,
UBERON:0004682,corona radiata of neuraxis,FMA:18661,Corona radiata,
UBERON:0004683,parasubiculum,FMA:77604,Parasubiculum,
UBERON:0004684,raphe nuclei,FMA:84017,Set of raphe nuclei,
UBERON:0004686,gastro-splenic ligament,FMA:16517,Gastrosplenic ligament,
UBERON:0004687,lieno-renal ligament,FMA:16522,Splenorenal ligament,
UBERON:0004688,costo-cervical trunk,FMA:10636,Costocervical trunk,
UBERON:0004689,naso-frontal vein,FMA:51729,Nasofrontal vein,
UBERON:0004690,pancreaticoduodenal vein,FMA:15398,Pancreaticoduodenal vein,
UBERON:0004691,bulbourethral gland secretion,FMA:62968,Secretion of bulbo-urethral gland,
UBERON:0004703,dorsal thalamus,FMA:62007,Thalamus,
UBERON:0004704,bone fossa,FMA:45791,Fossa,
UBERON:0004706,bulbus cordis,FMA:70300,Bulbus cordis,
UBERON:0004713,corpus cavernosum penis,FMA:19618,Corpus cavernosum of penis,
UBERON:0004714,septum pellucidum,FMA:61844,Septum pellucidum,
UBERON:0004715,annulus fibrosus disci intervertebralis,FMA:13551,Anulus fibrosus of intervertebral disk,
UBERON:0004717,Brodmann (1909) area 29,FMA:68626,Brodmann area 29,
UBERON:0004718,Brodmann (1909) area 26,FMA:68623,Brodmann area 26,
UBERON:0004719,kidney arcuate vein,FMA:272193,Arcuate renal vein,
UBERON:0004719,kidney arcuate vein,FMA:321527,Arcuate vein of kidney,
UBERON:0004720,cerebellar vermis,FMA:76928,Vermis of cerebellum,
UBERON:0004721,crista ampullaris,FMA:77714,Ampullary crest of semicircular duct,
UBERON:0004723,interlobular artery,FMA:70498,Interlobular artery of kidney,
UBERON:0004726,vasa recta,FMA:72006,Set of straight arterioles of kidney,
UBERON:0004727,cochlear nerve,FMA:53431,Cochlear nerve,
UBERON:0004733,segmental subdivision of hindbrain,FMA:61998,Segment of hindbrain,
UBERON:0004734,gastrula,FMA:293108,Gastrula,
UBERON:0004754,foramen ovale of heart,FMA:86043,Foramen ovale of heart,
UBERON:0004760,gland of anal canal,FMA:15724,Rectal gland,
UBERON:0004760,gland of anal canal,FMA:15720,Anal gland,
UBERON:0004761,cartilaginous neurocranium,FMA:76621,Chondrocranium,
UBERON:0004769,diaphysis,FMA:24013,Diaphysis,
UBERON:0004770,articular system,FMA:23878,Articular system,
UBERON:0004771,posterior nasal aperture,FMA:53143,Posterior nasal aperture,
UBERON:0004772,eyelid tarsus,FMA:59086,Tarsal plate of eyelid,
UBERON:0004773,superior eyelid tarsus,FMA:59087,Tarsal plate of upper eyelid,
