MONDO ID,MONDO Label,DOID,DO Label
MONDO:0005994,trichostrongyloidiasis,DOID:1255,trichostrongyloidiasis
MONDO:0005995,trichostrongylosis,DOID:1254,trichostrongylosis
MONDO:0005996,trichuriasis,DOID:1252,trichuriasis
MONDO:0005997,tricuspid valve stenosis,DOID:4078,tricuspid valve stenosis
MONDO:0005998,trombiculiasis,DOID:8399,trombiculiasis
MONDO:0005999,tuberculous empyema,DOID:14305,tuberculous empyema
MONDO:0006000,tuberculous peritonitis,DOID:9801,tuberculous peritonitis
MONDO:0006001,urinary schistosomiasis,DOID:1394,urinary schistosomiasis
MONDO:0006002,urogenital tuberculosis,DOID:2149,urogenital tuberculosis
MONDO:0006003,uterine corpus cancer,DOID:9460,uterine corpus cancer
MONDO:0006004,vasomotor rhinitis,DOID:4730,vasomotor rhinitis
MONDO:0006005,Venezuelan equine encephalitis,DOID:9584,Venezuelan equine encephalitis
MONDO:0006006,verrucous carcinoma,DOID:3737,verrucous carcinoma
MONDO:0006007,vesicoureteral reflux (disease),DOID:9620,vesicoureteral reflux
MONDO:0006008,vestibular neuronitis,DOID:12683,vestibular neuronitis
MONDO:0006009,viral encephalitis,DOID:646,viral encephalitis
MONDO:0006010,viral hemorrhagic septicemia,DOID:3568,viral hemorrhagic septicemia
MONDO:0006011,viral hepatitis,DOID:1884,viral hepatitis
MONDO:0006012,viral pneumonia,DOID:10533,viral pneumonia
MONDO:0006013,visna,DOID:4318,visna
MONDO:0006014,vulvovaginal candidiasis,DOID:2272,vulvovaginal candidiasis
MONDO:0006015,Waterhouse-Friderichsen syndrome,DOID:9931,Waterhouse-Friderichsen syndrome
MONDO:0006018,Wissler syndrome,DOID:3047,Wissler's syndrome
MONDO:0006019,yaws,DOID:10371,yaws
MONDO:0006025,autosomal recessive disease,DOID:0050737,autosomal recessive disease
MONDO:0006026,bladder disease,DOID:365,bladder disease
MONDO:0006028,cecum adenocarcinoma,DOID:3039,cecum adenocarcinoma
MONDO:0006029,cecum carcinoma,DOID:1519,cecum carcinoma
MONDO:0006030,chronic cystitis,DOID:1680,chronic cystitis
MONDO:0006032,cystitis,DOID:1679,cystitis
MONDO:0006034,gastric adenosquamous carcinoma,DOID:5635,gastric adenosquamous carcinoma
MONDO:0006035,gastric tubular adenocarcinoma,DOID:6595,gastric tubular adenocarcinoma
MONDO:0006036,granulosa cell tumor,DOID:2999,granulosa cell tumor
MONDO:0006037,hydrolethalus syndrome,DOID:0050779,hydrolethalus syndrome
MONDO:0006043,metaplastic breast carcinoma,DOID:4680,breast metaplastic carcinoma
MONDO:0006044,nephrosclerosis,DOID:11664,nephrosclerosis
MONDO:0006045,ovarian clear cell adenocarcinoma,DOID:5304,ovarian clear cell adenocarcinoma
MONDO:0006046,ovarian serous cystadenocarcinoma,DOID:5746,ovarian serous cystadenocarcinoma
MONDO:0006047,pancreatic adenocarcinoma,DOID:4074,pancreatic adenocarcinoma
MONDO:0006049,papillary lung adenocarcinoma,DOID:5588,lung papillary adenocarcinoma
MONDO:0006052,pulmonary tuberculosis,DOID:2957,pulmonary tuberculosis
MONDO:0006055,sex cord-stromal tumor,DOID:192,sex cord-gonadal stromal tumor
MONDO:0006056,squamous cell breast carcinoma,DOID:5514,breast squamous cell carcinoma
MONDO:0006059,nasal cavity squamous cell carcinoma,DOID:5515,nasal cavity squamous cell carcinoma
MONDO:0006071,adenofibroma,DOID:2683,adenofibroma
MONDO:0006074,adenosquamous carcinoma,DOID:4830,adenosquamous carcinoma
MONDO:0006076,adrenal gland neuroblastoma,DOID:5718,adrenal neuroblastoma
MONDO:0006081,anal melanoma,DOID:14145,malignant anus melanoma
MONDO:0006082,anal squamous cell carcinoma,DOID:5525,anal squamous cell carcinoma
MONDO:0006085,angiolipoma,DOID:3616,angiolipoma
MONDO:0006087,appendix adenocarcinoma,DOID:3608,appendix adenocarcinoma
MONDO:0006094,Askin tumor,DOID:0050608,Askin's tumor
MONDO:0006097,atypical lipomatous tumor,DOID:5690,atypical lipomatous tumor
MONDO:0006108,bile duct adenoma,DOID:5381,bile duct adenoma
MONDO:0006109,malignant biphasic mesothelioma,DOID:4486,malignant biphasic mesothelioma
MONDO:0006111,bladder flat intraepithelial lesion,DOID:5429,bladder flat intraepithelial lesion
MONDO:0006118,breast fibrosis,DOID:10353,fibrosclerosis of breast
MONDO:0006131,cerebellar liponeurocytoma,DOID:6458,cerebellar liponeurocytoma
MONDO:0006132,cervical adenoid basal carcinoma,DOID:6428,cervical adenoid basal carcinoma
MONDO:0006133,cervical adenoid cystic carcinoma,DOID:4867,cervical adenoid cystic carcinoma
MONDO:0006134,cervical adenosquamous carcinoma,DOID:5636,cervical adenosquamous carcinoma
MONDO:0006135,cervical clear cell adenocarcinoma,DOID:5303,cervical clear cell adenocarcinoma
MONDO:0006138,cervical large cell neuroendocrine carcinoma,DOID:6659,cervical large cell neuroendocrine carcinoma
MONDO:0006140,"cervical mucinous adenocarcinoma, minimal deviation variant",DOID:6627,cervical adenoma malignum
MONDO:0006141,"cervical mucinous adenocarcinoma, villoglandular variant",DOID:8338,villoglandular variant cervical mucinous adenocarcinoma
MONDO:0006142,cervical small cell carcinoma,DOID:6740,cervix small cell carcinoma
MONDO:0006143,cervical squamous cell carcinoma,DOID:3744,cervical squamous cell carcinoma
MONDO:0006145,chondroid chordoma,DOID:4152,chondroid chordoma
MONDO:0006172,conjunctival nevus,DOID:0050906,conjunctival nevus
MONDO:0006173,conjunctival squamous cell carcinoma,DOID:1748,conjunctival squamous cell carcinoma
MONDO:0006176,cribriform carcinoma,DOID:5675,cribriform carcinoma
MONDO:0006181,digestive system carcinoma,DOID:0050922,gastrointestinal carcinoma
MONDO:0006186,duodenal adenocarcinoma,DOID:10816,duodenum adenocarcinoma
MONDO:0006187,duodenal villous adenoma,DOID:0050927,duodenum adenoma
MONDO:0006189,eccrine porocarcinoma,DOID:7566,eccrine porocarcinoma
MONDO:0006191,endometrial clear cell adenocarcinoma,DOID:5299,endometrial clear cell adenocarcinoma
MONDO:0006197,endometrial small cell carcinoma,DOID:7139,endometrial small cell carcinoma
MONDO:0006198,endometrial squamous cell carcinoma,DOID:5533,endometrial squamous cell carcinoma
MONDO:0006200,epithelioid cell uveal melanoma,DOID:7040,uveal epithelioid cell melanoma
MONDO:0006201,ethmoid sinus adenoid cystic carcinoma,DOID:2764,ethmoid sinus adenoid cystic carcinoma
MONDO:0006206,fallopian tube carcinoma,DOID:1963,fallopian tube carcinoma
MONDO:0006207,fallopian tube carcinosarcoma,DOID:1970,fallopian tube carcinosarcoma
MONDO:0006208,fallopian tube serous adenocarcinoma,DOID:5598,fallopian tube serous adenocarcinoma
MONDO:0006210,fibrolamellar carcinoma,DOID:5015,fibrolamellar carcinoma
MONDO:0006215,gallbladder adenocarcinoma,DOID:3500,gallbladder adenocarcinoma
MONDO:0006216,gallbladder adenoma,DOID:0050893,gallbladder adenoma
MONDO:0006217,gallbladder adenosquamous carcinoma,DOID:5627,adenosquamous gallbladder carcinoma
MONDO:0006220,gallbladder squamous cell carcinoma,DOID:5535,gallbladder squamous cell carcinoma
MONDO:0006228,gastric papillary adenocarcinoma,DOID:5593,gastric papillary adenocarcinoma
MONDO:0006230,gastric squamous cell carcinoma,DOID:5516,gastric squamous cell carcinoma
MONDO:0006235,granular cell tumor,DOID:2411,granular cell tumor
MONDO:0006243,hepatoid adenocarcinoma,DOID:0060534,hepatoid adenocarcinoma
MONDO:0006262,lacrimal gland adenoid cystic carcinoma,DOID:4870,lacrimal gland adenoid cystic carcinoma
MONDO:0006264,laryngeal adenoid cystic carcinoma,DOID:4869,laryngeal adenoid cystic carcinoma
MONDO:0006265,laryngeal small cell carcinoma,DOID:7144,laryngeal small cell carcinoma
MONDO:0006266,leydig cell tumor,DOID:2696,Leydig cell tumor
MONDO:0006275,lung giant cell carcinoma,DOID:5583,lung giant cell carcinoma
MONDO:0006277,lung lymphangioleiomyomatosis,DOID:3319,lymphangioleiomyomatosis
MONDO:0006282,lymphangiosarcoma,DOID:2689,lymphangiosarcoma
MONDO:0006292,malignant mesothelioma (disease),DOID:1790,malignant mesothelioma
MONDO:0006294,pleural cancer,DOID:5158,pleural cancer
MONDO:0006295,malignant urinary system neoplasm,DOID:3996,urinary system cancer
MONDO:0006297,maxillary sinus adenoid cystic carcinoma,DOID:7198,maxillary sinus adenoid cystic carcinoma
MONDO:0006300,medullomyoblastoma with myogenic differentiation,DOID:3861,medullomyoblastoma
MONDO:0006301,metanephric adenoma,DOID:6404,metanephric adenoma
MONDO:0006303,middle ear squamous cell carcinoma,DOID:5526,middle ear squamous cell carcinoma
MONDO:0006309,mucinous gastric adenocarcinoma,DOID:3716,mucinous stomach adenocarcinoma
MONDO:0006311,myelodysplastic/myeloproliferative neoplasm,DOID:4972,myelodysplastic/myeloproliferative neoplasm
MONDO:0006312,myofibroma,DOID:4386,myofibroma
MONDO:0006325,ocular melanoma,DOID:1752,ocular melanoma
MONDO:0006329,olfactory neuroblastoma,DOID:369,olfactory neuroblastoma
MONDO:0006330,ossifying fibromyxoid tumor,DOID:2685,ossifying fibromyxoid tumor
MONDO:0006335,ovarian endometrioid adenocarcinoma,DOID:5828,endometrioid ovary carcinoma
MONDO:0006337,ovarian endometriosis,DOID:11432,endometriosis of ovary
MONDO:0006340,ovarian serous adenofibroma,DOID:5474,ovarian serous adenofibroma
MONDO:0006344,ovarian yolk sac tumor,DOID:5350,ovarian endodermal sinus tumor
MONDO:0006346,pancreatic acinar cell carcinoma,DOID:5742,pancreatic acinar cell adenocarcinoma
MONDO:0006351,parachordoma,DOID:2647,parachordoma
MONDO:0006356,parotid gland adenoid cystic carcinoma,DOID:0050931,parotid gland adenoid cystic carcinoma
MONDO:0006359,neoplasm with perivascular epithelioid cell differentiation,DOID:2643,perivascular epithelioid cell tumor
MONDO:0006360,penile carcinoma,DOID:3449,penis carcinoma
MONDO:0006369,pineal parenchymal tumor of intermediate differentiation,DOID:5030,pineal parenchymal tumor of intermediate differentiation
MONDO:0006373,pituitary gland adenoma,DOID:3829,pituitary adenoma
MONDO:0006374,placental choriocarcinoma,DOID:2024,placental choriocarcinoma
MONDO:0006375,placental hemangioma,DOID:277,chorioangioma
MONDO:0006389,prostate rhabdomyosarcoma,DOID:3252,prostate rhabdomyosarcoma
MONDO:0006390,prostate small cell carcinoma,DOID:7141,prostate small cell carcinoma
MONDO:0006403,salivary gland carcinoma ex pleomorphic adenoma,DOID:297,pleomorphic adenoma carcinoma
MONDO:0006406,sarcomatoid carcinoma,DOID:4015,spindle cell carcinoma
MONDO:0006407,sarcomatoid mesothelioma,DOID:4488,sarcomatoid mesothelioma
MONDO:0006409,signet ring cell gastric adenocarcinoma,DOID:8025,gastric signet ring cell adenocarcinoma
MONDO:0006414,skin sarcoma,DOID:2687,skin sarcoma
MONDO:0006426,spinal cord primitive neuroectodermal tumor,DOID:6872,spinal cord primitive neuroectodermal neoplasm
MONDO:0006427,spindle cell melanoma,DOID:3162,malignant spindle cell melanoma
MONDO:0006446,testicular embryonal carcinoma,DOID:5680,embryonal testis carcinoma
MONDO:0006447,testicular non-seminomatous germ cell tumor,DOID:4086,testicular germ cell tumor non-seminomatous
MONDO:0006451,thymic carcinoma,DOID:4554,type C thymoma
MONDO:0006451,thymic carcinoma,DOID:3284,thymic carcinoma
MONDO:0006452,thymic sarcomatoid carcinoma,DOID:8138,thymus sarcomatoid carcinoma
MONDO:0006456,thymoma (disease),DOID:3275,thymoma
MONDO:0006458,thymoma type B3,DOID:7926,epithelial malignant thymoma
MONDO:0006463,thyroid gland mucoepidermoid carcinoma,DOID:4687,mucoepidermoid thyroid carcinoma
MONDO:0006469,tibial adamantinoma,DOID:6322,tibial adamantinoma
MONDO:0006471,tracheal adenoid cystic carcinoma,DOID:4875,trachea adenoid cystic carcinoma
MONDO:0006474,transitional cell carcinoma,DOID:2671,transitional cell carcinoma
MONDO:0006479,undifferentiated pancreatic carcinoma with Osteoclast-like giant cells,DOID:7718,osteoclast-like giant cell neoplasm of the pancreas
MONDO:0006481,ureter carcinoma,DOID:4939,ureter carcinoma
MONDO:0006482,ureter small cell carcinoma,DOID:6886,ureter small cell carcinoma
MONDO:0006485,uterine carcinosarcoma,DOID:6171,uterine carcinosarcoma
MONDO:0006486,uveal melanoma,DOID:6039,uveal melanoma
MONDO:0006488,vaginal carcinosarcoma,DOID:136,vaginal carcinosarcoma
MONDO:0006497,cerebral palsy,DOID:1969,cerebral palsy
MONDO:0006500,hemangioma,DOID:255,hemangioma
MONDO:0006504,acquired metabolic disease,DOID:0060158,acquired metabolic disease
MONDO:0006505,basal ganglia cerebrovascular disease,DOID:10991,basal ganglia cerebrovascular disease
MONDO:0006506,congenital nonspherocytic hemolytic anemia,DOID:2861,congenital nonspherocytic hemolytic anemia
MONDO:0006507,hereditary hemochromatosis,DOID:2352,hemochromatosis
MONDO:0006509,papillary carcinoma,DOID:3113,papillary carcinoma
MONDO:0006510,renal tubular transport disease,DOID:447,renal tubular transport disease
MONDO:0006512,estrogen-receptor positive breast cancer,DOID:0060075,estrogen-receptor positive breast cancer
MONDO:0006513,estrogen-receptor negative breast cancer,DOID:0060076,estrogen-receptor negative breast cancer
MONDO:0006515,acute pancreatitis,DOID:2913,acute pancreatitis
MONDO:0006519,rectal cancer,DOID:1993,rectum cancer
MONDO:0006520,Achenbach syndrome,DOID:6687,Achenbach syndrome
MONDO:0006521,acneiform dermatitis,DOID:4399,acneiform dermatitis
MONDO:0006522,acquired keratosis,DOID:13072,acquired hyperkeratosis
MONDO:0006523,acrodermatitis,DOID:2722,acrodermatitis
MONDO:0006524,acrodermatitis chronica atrophicans,DOID:0060344,acrodermatitis chronica atrophicans
MONDO:0006525,allergic contact dermatitis,DOID:3042,allergic contact dermatitis
MONDO:0006526,allergic urticaria,DOID:10612,allergic urticaria
MONDO:0006527,anhidrosis,DOID:11156,anhidrosis
MONDO:0006528,bacterial exanthem,DOID:0050487,bacterial exanthem
MONDO:0006530,cholesteatoma (disease),DOID:869,cholesteatoma
MONDO:0006531,cholesteatoma of attic,DOID:10963,cholesteatoma of attic
MONDO:0006532,cholesteatoma of external ear,DOID:9462,cholesteatoma of external ear
MONDO:0006533,cholesteatoma of middle ear,DOID:10964,cholesteatoma of middle ear
MONDO:0006534,cholinergic urticaria,DOID:14443,cholinergic urticaria
MONDO:0006536,congenital generalized lipodystrophy (disease),DOID:0050585,congenital generalized lipodystrophy
MONDO:0006537,conjunctival pigmentation,DOID:12304,conjunctival pigmentation
MONDO:0006539,diffuse lipomatosis,DOID:3923,diffuse lipomatosis
MONDO:0006540,dyshidrosis,DOID:9230,pompholyx
MONDO:0006541,epidermolysis bullosa,DOID:2730,epidermolysis bullosa
MONDO:0006543,epidermolysis bullosa dystrophica,DOID:4959,epidermolysis bullosa dystrophica
MONDO:0006544,erythema infectiosum,DOID:8743,erythema infectiosum
MONDO:0006545,erythema multiforme,DOID:0050185,erythema multiforme
MONDO:0006546,erythematosquamous dermatosis,DOID:9097,erythematosquamous dermatosis
MONDO:0006547,exanthem (disease),DOID:0050486,exanthem
MONDO:0006548,facial dermatosis,DOID:3134,facial dermatosis
MONDO:0006549,fibroepithelial polyp of the anus,DOID:8170,fibroepithelial polyp of the anus
MONDO:0006550,fibroepithelial polyp of urethra,DOID:8108,fibroepithelial polyp of urethra
MONDO:0006551,alopecia mucinosa,DOID:9905,follicular mucinosis
MONDO:0006552,folliculitis,DOID:4409,folliculitis
MONDO:0006553,fox fordyce disease,DOID:1381,Fox-Fordyce disease
MONDO:0006554,granuloma annulare,DOID:3777,granuloma annulare
MONDO:0006555,granulomatous dermatitis,DOID:4397,granulomatous dermatitis
MONDO:0006556,hand dermatosis,DOID:3158,hand dermatosis
MONDO:0006557,hemangioma of subcutaneous tissue,DOID:13081,hemangioma of subcutaneous tissue
MONDO:0006558,pemphigoid gestationis,DOID:14482,herpes gestationis
MONDO:0006559,hidradenitis suppurativa,DOID:2280,hidradenitis suppurativa
MONDO:0006560,hypohidrosis,DOID:11155,hypohidrosis
MONDO:0006561,hypopigmentation of eyelid,DOID:11668,hypopigmentation of eyelid
MONDO:0006562,incontinentia pigmenti achromians,DOID:3156,incontinentia pigmenti achromians
MONDO:0006563,inverted follicular keratosis,DOID:6945,inverted follicular keratosis
MONDO:0006564,irritant dermatitis,DOID:2772,irritant dermatitis
MONDO:0006565,juvenile dermatitis herpetiformis,DOID:8507,juvenile dermatitis herpetiformis
MONDO:0006566,keratosis,DOID:161,keratosis
MONDO:0006567,kernicterus due to isoimmunization,DOID:12043,kernicterus due to isoimmunization
MONDO:0006569,leg dermatosis,DOID:3142,leg dermatosis
MONDO:0006570,lichen disease,DOID:8574,lichen disease
MONDO:0006571,lichen nitidus,DOID:8573,lichen nitidus
MONDO:0006572,lichen planus,DOID:9201,lichen planus
MONDO:0006573,lipodystrophy (disease),DOID:811,lipodystrophy
MONDO:0006574,lipomatosis,DOID:3153,lipomatosis
MONDO:0006576,Ludwig's angina,DOID:4558,Ludwig's angina
MONDO:0006577,maxillary sinus cholesteatoma,DOID:867,maxillary sinus cholesteatoma
MONDO:0006578,mediastinal lipomatosis,DOID:3926,mediastinal lipomatosis
MONDO:0006579,melanoacanthoma,DOID:11684,melanoacanthoma
MONDO:0006580,miliaria,DOID:1382,miliaria
MONDO:0006581,miliaria rubra,DOID:11153,miliaria rubra
MONDO:0006582,mongolian spot,DOID:4702,mongolian spot
MONDO:0006583,necrobiosis lipoidica,DOID:3486,necrobiosis lipoidica
MONDO:0006584,neonatal jaundice,DOID:2383,neonatal jaundice
MONDO:0006585,neurodermatitis,DOID:3309,neurodermatitis
MONDO:0006586,neurotic excoriation,DOID:9165,neurotic excoriation
MONDO:0006588,nonepidermolytic palmoplantar keratoderma,DOID:0050428,nonepidermolytic palmoplantar keratoderma
MONDO:0006589,occupational dermatitis,DOID:4404,occupational dermatitis
MONDO:0006590,palmoplantar keratosis,DOID:3390,palmoplantar keratosis
MONDO:0006591,panniculitis,DOID:1526,panniculitis
MONDO:0006592,parapsoriasis,DOID:9088,parapsoriasis
MONDO:0006593,pelvic lipomatosis,DOID:3927,pelvic lipomatosis
MONDO:0006594,pemphigus,DOID:9182,pemphigus
MONDO:0006595,perinatal jaundice due to hepatocellular damage,DOID:11452,perinatal jaundice due to hepatocellular damage
MONDO:0006596,photoallergic dermatitis,DOID:3818,photoallergic dermatitis
MONDO:0006597,photosensitivity disease,DOID:3159,photosensitivity disease
MONDO:0006598,phototoxic dermatitis,DOID:4407,phototoxic dermatitis
MONDO:0006599,physical urticaria,DOID:0060220,physical urticaria
MONDO:0006600,pigmentation disease,DOID:10123,pigmentation disease
MONDO:0006601,pityriasis rosea,DOID:8892,pityriasis rosea
MONDO:0006602,porokeratosis (disease),DOID:3805,porokeratosis
MONDO:0006603,reactive cutaneous fibrous lesion,DOID:2053,reactive cutaneous fibrous lesion
MONDO:0006604,rosacea,DOID:8881,rosacea
MONDO:0006605,scalp dermatosis,DOID:3136,scalp dermatosis
MONDO:0006606,scleredema adultorum,DOID:3140,scleredema adultorum
MONDO:0006607,sebaceous gland disease,DOID:9098,sebaceous gland disease
MONDO:0006608,seborrheic dermatitis (disease),DOID:8741,seborrheic dermatitis
MONDO:0006609,seborrheic infantile dermatitis,DOID:8941,seborrheic infantile dermatitis
MONDO:0006610,skin atrophy,DOID:2733,skin atrophy
MONDO:0006611,skin sarcoidosis,DOID:13402,skin sarcoidosis
MONDO:0006612,steroid lipomatosis,DOID:3925,steroid lipomatosis
MONDO:0006613,stromal corneal pigmentation,DOID:12311,stromal corneal pigmentation
MONDO:0006614,subcorneal pustular dermatosis,DOID:8508,subcorneal pustular dermatosis
MONDO:0006615,sweat gland disease,DOID:1383,sweat gland disease
MONDO:0006616,toxicodendron dermatitis,DOID:3819,toxicodendron dermatitis
MONDO:0006617,vesiculobullous skin disease,DOID:2731,vesiculobullous skin disease
MONDO:0006618,vibratory urticaria,DOID:1554,vibratory urticaria
MONDO:0006619,viral exanthem,DOID:8672,viral exanthem
MONDO:0006620,vulva fibroepithelial polyp,DOID:8255,vulva fibroepithelial polyp
MONDO:0006621,vulvar inverted follicular keratosis,DOID:6943,vulvar inverted follicular keratosis
MONDO:0006622,vulvar seborrheic keratosis,DOID:6944,vulvar seborrheic keratosis
MONDO:0006626,diabetic neuropathy,DOID:9743,diabetic neuropathy
MONDO:0006633,acalculous cholecystitis,DOID:2828,acalculous cholecystitis
MONDO:0006634,pituitary gland acidophil adenoma,DOID:5392,acidophil adenoma
MONDO:0006635,Acinetobacter infectious disease,DOID:3091,Acinetobacter infectious disease
MONDO:0006636,Actinobacillus infectious disease,DOID:4975,Actinobacillus infectious disease
MONDO:0006637,acute kidney tubular necrosis,DOID:12556,acute kidney tubular necrosis
MONDO:0006638,acute retinal necrosis syndrome,DOID:3611,acute retinal necrosis syndrome
MONDO:0006639,adrenal cortex carcinoma,DOID:3948,adrenocortical carcinoma
MONDO:0006639,adrenal cortex carcinoma,DOID:3959,adrenal cortical adenocarcinoma
MONDO:0006639,adrenal cortex carcinoma,DOID:660,adrenal cortex cancer
MONDO:0006640,adrenal gland hyperfunction,DOID:3947,adrenal gland hyperfunction
MONDO:0006641,afferent loop syndrome,DOID:8438,afferent loop syndrome
MONDO:0006642,alcohol withdrawal delirium,DOID:8639,alcohol withdrawal delirium
MONDO:0006643,alcoholic cardiomyopathy,DOID:12935,alcoholic cardiomyopathy
MONDO:0006644,alcoholic liver cirrhosis,DOID:14018,alcoholic liver cirrhosis
MONDO:0006645,alcoholic neuropathy,DOID:14183,alcoholic neuropathy
MONDO:0006646,angioleiomyoma,DOID:4265,angiomyoma
MONDO:0006647,anterior cerebral artery infarction,DOID:3528,anterior cerebral artery infarction
MONDO:0006648,anterior compartment syndrome,DOID:3933,anterior compartment syndrome
MONDO:0006649,anterior ischemic optic neuropathy,DOID:12010,anterior ischemic optic neuropathy
MONDO:0006650,anterior spinal artery syndrome,DOID:6712,anterior spinal artery syndrome
MONDO:0006651,anterior uveitis (disease),DOID:1407,anterior uveitis
MONDO:0006652,anterolateral myocardial infarction,DOID:5845,anterolateral myocardial infarction
MONDO:0006653,anthracosilicosis,DOID:10324,anthracosilicosis
MONDO:0006654,anthracosis,DOID:10327,anthracosis
MONDO:0006655,aortic valve prolapse,DOID:5232,aortic valve prolapse
MONDO:0006656,aortitis,DOID:519,aortitis
MONDO:0006657,apparent mineralocorticoid excess syndrome,DOID:4367,apparent mineralocorticoid excess syndrome
MONDO:0006658,arteriolosclerosis,DOID:5162,arteriolosclerosis
MONDO:0006659,arteriosclerosis obliterans,DOID:5160,arteriosclerosis obliterans
MONDO:0006660,arthus reaction,DOID:1556,arthus reaction
MONDO:0006661,ascorbic acid deficiency,DOID:13577,ascorbic acid deficiency
MONDO:0006662,aseptic meningitis,DOID:12157,aseptic meningitis
MONDO:0006663,asphyxia neonatorum,DOID:11088,asphyxia neonatorum
MONDO:0006664,atrial heart septal defect,DOID:1882,atrial heart septal defect
MONDO:0006665,chronic atrophic gastritis,DOID:8929,atrophic gastritis
MONDO:0006666,atrophy of thyroid,DOID:2853,atrophy of thyroid
MONDO:0006667,b- and T-cell mixed leukemia,DOID:9953,B- and T-cell mixed leukemia
MONDO:0006668,bacterial conjunctivitis,DOID:9700,bacterial conjunctivitis
MONDO:0006669,bacterial endocarditis (disease),DOID:762,bacterial endocarditis
MONDO:0006670,bacterial meningitis,DOID:9470,bacterial meningitis
MONDO:0006671,Bacteroides infectious disease,DOID:4641,Bacteroides infectious disease
MONDO:0006672,balanitis,DOID:13033,balanitis
MONDO:0006673,pituitary gland basophil adenoma,DOID:4542,basophil adenoma
MONDO:0006674,benign fibrous mesothelioma,DOID:2653,benign fibrous mesothelioma
MONDO:0006676,beriberi,DOID:13725,beriberi
MONDO:0006677,bile reflux,DOID:12237,bile reflux
MONDO:0006678,bladder calculus,DOID:11355,bladder calculus
MONDO:0006679,bladder neck obstruction,DOID:13948,bladder neck obstruction
MONDO:0006680,blue nevus,DOID:2086,blue nevus
MONDO:0006681,Borrelia infectious disease,DOID:11730,Borrelia infectious disease
MONDO:0006682,brachial plexus neuritis,DOID:3689,brachial plexus neuritis
MONDO:0006683,brachial plexus neuropathy,DOID:3690,brachial plexus neuropathy
MONDO:0006684,brain edema,DOID:4724,brain edema
MONDO:0006685,brain hypoxia-ischemia,DOID:4369,brain hypoxia-Ischemia
MONDO:0006686,brain stem infarction,DOID:3523,brain stem infarction
MONDO:0006687,burning mouth syndrome,DOID:4331,burning mouth syndrome
MONDO:0006688,byssinosis,DOID:10323,byssinosis
MONDO:0006689,carcinoid syndrome,DOID:8600,carcinoid syndrome
MONDO:0006690,carotid artery thrombosis,DOID:3410,carotid artery thrombosis
MONDO:0006692,central pontine myelinolysis,DOID:636,central pontine myelinolysis
MONDO:0006693,cerebral arterial disease,DOID:3527,cerebral arterial disease
MONDO:0006694,cerebral atherosclerosis,DOID:12720,cerebral atherosclerosis
MONDO:0006696,cervix erosion,DOID:3456,cervix erosion
MONDO:0006697,Chlamydophila infectious disease,DOID:11264,Chlamydophila infectious disease
MONDO:0006698,cholecystolithiasis,DOID:11151,cholecystolithiasis
MONDO:0006699,choledocholithiasis,DOID:11755,choledocholithiasis
MONDO:0006700,choroid cancer,DOID:12759,choroid cancer
MONDO:0006701,chromophobe adenoma,DOID:3828,chromophobe adenoma
MONDO:0006702,chronic inflammatory demyelinating polyradiculoneuropathy,DOID:5213,chronic inflammatory demyelinating polyradiculoneuropathy
MONDO:0006704,CNS demyelinating autoimmune disease,DOID:641,CNS demyelinating autoimmune disease
MONDO:0006708,Desulfovibrionaceae infectious disease,DOID:3636,commensal Desulfovibrionaceae infectious disease
MONDO:0006709,common bile duct neoplasm,DOID:4608,common bile duct neoplasm
MONDO:0006710,complex partial epilepsy,DOID:12382,complex partial epilepsy
MONDO:0006711,constrictive pericarditis (disease),DOID:11481,constrictive pericarditis
MONDO:0006712,corneal edema,DOID:11030,corneal edema
MONDO:0006713,corneal neovascularization,DOID:11382,corneal neovascularization
MONDO:0006714,coronary aneurysm,DOID:3362,coronary aneurysm
MONDO:0006715,coronary stenosis,DOID:4248,coronary stenosis
MONDO:0006716,coronary thrombosis,DOID:11847,coronary thrombosis
MONDO:0006717,cutaneous fibrous histiocytoma,DOID:4418,cutaneous fibrous histiocytoma
MONDO:0006718,cutaneous syphilis,DOID:5000,cutaneous syphilis
MONDO:0006719,cystic lymphangioma,DOID:3081,cystic lymphangioma
MONDO:0006720,"cystic, mucinous, and serous neoplasm",DOID:164,"cystic, mucinous, and serous neoplasm"
MONDO:0006721,de Quervain disease,DOID:14107,De Quervain disease
MONDO:0006722,dental fluorosis,DOID:13711,dental fluorosis
MONDO:0006723,denture stomatitis,DOID:11875,denture stomatitis
MONDO:0006726,diaphragmatic eventration (disease),DOID:10480,diaphragmatic eventration
MONDO:0006727,diastolic heart failure,DOID:9775,diastolic heart failure
MONDO:0006728,discitis,DOID:10986,discitis
MONDO:0006729,discrete subaortic stenosis,DOID:5804,discrete subaortic stenosis
MONDO:0006730,drug psychosis,DOID:1742,drug psychosis
MONDO:0006731,drug-induced akathisia,DOID:4263,drug-induced akathisia
MONDO:0006732,drug-induced dyskinesia,DOID:4478,drug-Induced dyskinesia
MONDO:0006733,dry eye syndrome,DOID:10140,dry eye syndrome
MONDO:0006734,benign duodenal neoplasm,DOID:1737,duodenal benign neoplasm
MONDO:0006735,duodenogastric reflux,DOID:4071,duodenogastric reflux
MONDO:0006736,dysplasia of cervix,DOID:8586,dysplasia of cervix
MONDO:0006737,dystocia,DOID:8494,dystocia
MONDO:0006738,eccrine acrospiroma,DOID:5442,eccrine acrospiroma
